event_id,timestamp,username,event_type,location,ip_address,failed_attempts,data_transferred_mb,privileged_account,risk_score,risk_level
598,2026-08-19 18:43:06.990451,employee02,Password Reset,California,192.168.1.10,0,0,False,20,Low
599,2026-09-05 19:59:06.990451,developer01,File Access,Chicago,192.168.1.10,0,0,False,5,Low
600,2026-08-20 15:04:06.990451,admin01,Privilege Change,London,10.0.0.25,0,0,True,65,High
601,2026-08-17 14:59:06.990451,employee02,File Access,Connecticut,192.168.1.10,0,0,False,5,Low
602,2026-09-04 07:02:06.990451,analyst01,Data Transfer,California,192.168.1.10,0,329,False,10,Low
603,2026-08-29 13:15:06.990451,employee02,File Access,London,10.0.0.15,0,0,False,15,Low
604,2026-09-09 12:31:06.990451,trader01,Data Transfer,California,192.168.1.10,0,3624,False,50,Medium
605,2026-08-25 17:50:06.990451,employee03,Successful Login,London,192.168.1.10,0,0,False,10,Low
606,2026-08-16 01:31:06.990451,employee01,Successful Login,New Jersey,10.0.0.15,0,0,False,0,Low
607,2026-09-12 22:16:06.990451,admin01,Privilege Change,New Jersey,192.168.1.30,0,0,True,55,Medium
608,2026-09-05 06:47:06.990451,finance01,Failed Login,London,192.168.1.30,3,0,False,30,Medium
609,2026-08-18 16:35:06.990451,admin01,Successful Login,California,10.0.0.25,0,0,True,35,Medium
610,2026-09-01 02:48:06.990451,developer01,Failed Login,London,172.16.0.10,1,0,False,10,Low
611,2026-08-17 04:19:06.990451,employee02,Data Transfer,New York,10.0.0.15,0,3603,False,40,Medium
612,2026-08-26 19:54:06.990451,developer01,Successful Login,Connecticut,10.0.0.25,0,0,False,0,Low
613,2026-08-26 18:23:06.990451,finance01,Password Reset,New York,10.0.0.25,0,0,False,10,Low
614,2026-09-04 00:53:06.990451,developer01,Failed Login,London,10.0.0.15,1,0,False,10,Low
615,2026-08-23 09:03:06.990451,employee03,Password Reset,Texas,172.16.0.10,0,0,False,20,Low
616,2026-08-29 17:53:06.990451,admin01,Password Reset,Texas,10.0.0.25,0,0,True,45,Medium
617,2026-08-30 09:13:06.990451,developer01,Privilege Change,California,192.168.1.20,0,0,False,40,Medium
618,2026-08-16 02:49:06.990451,trader01,File Access,California,10.0.0.15,0,0,False,15,Low
619,2026-08-18 01:03:06.990451,employee01,Password Reset,New York,10.0.0.25,0,0,False,10,Low
620,2026-08-22 04:32:06.990451,trader01,Password Reset,Texas,172.16.0.10,0,0,False,20,Low
621,2026-08-31 18:08:06.990451,employee02,Password Reset,New Jersey,10.0.0.25,0,0,False,10,Low
622,2026-08-22 04:15:06.990451,admin01,Successful Login,New Jersey,192.168.1.30,0,0,True,25,Low
623,2026-08-29 01:21:06.990451,employee01,Data Transfer,London,192.168.1.30,0,3291,False,50,Medium
624,2026-08-29 01:16:06.990451,employee03,Failed Login,Texas,192.168.1.10,6,0,False,40,Medium
625,2026-09-04 02:45:06.990451,trader01,Password Reset,New Jersey,192.168.1.20,0,0,False,10,Low
626,2026-09-14 09:33:06.990451,analyst01,Password Reset,New Jersey,192.168.1.30,0,0,False,10,Low
627,2026-08-18 04:33:06.990451,finance01,Privilege Change,Chicago,192.168.1.30,0,0,False,30,Medium
628,2026-09-11 06:10:06.990451,trader01,Privilege Change,New York,10.0.0.25,0,0,False,30,Medium
629,2026-08-31 16:14:06.990451,analyst01,Privilege Change,Texas,192.168.1.30,0,0,False,40,Medium
630,2026-08-24 04:06:06.990451,trader01,Failed Login,Texas,10.0.0.25,10,0,False,50,Medium
631,2026-09-07 21:30:06.990451,developer01,Password Reset,Connecticut,192.168.1.10,0,0,False,10,Low
632,2026-09-08 05:02:06.990451,admin01,Failed Login,Connecticut,172.16.0.10,9,0,True,65,High
633,2026-09-10 16:13:06.990451,developer01,Privilege Change,Connecticut,10.0.0.15,0,0,False,30,Medium
634,2026-08-18 03:53:06.990451,employee03,Failed Login,London,10.0.0.15,7,0,False,40,Medium
635,2026-08-18 19:40:06.990451,admin01,Successful Login,Texas,10.0.0.25,0,0,True,35,Medium
636,2026-08-29 00:16:06.990451,admin01,Privilege Change,London,192.168.1.30,0,0,True,65,High
637,2026-08-16 02:53:06.990451,trader01,Data Transfer,Texas,172.16.0.10,0,4693,False,60,High
638,2026-09-06 17:37:06.990451,admin01,File Access,London,192.168.1.30,0,0,True,40,Medium
639,2026-09-06 10:40:06.990451,finance01,Successful Login,London,172.16.0.10,0,0,False,10,Low
640,2026-09-06 03:36:06.990451,analyst01,Successful Login,Connecticut,192.168.1.20,0,0,False,0,Low
641,2026-09-02 23:50:06.990451,developer01,Privilege Change,California,10.0.0.15,0,0,False,40,Medium
642,2026-09-07 17:45:06.990451,employee03,Failed Login,London,192.168.1.20,1,0,False,10,Low
643,2026-09-06 07:23:06.990451,employee02,Successful Login,New York,10.0.0.25,0,0,False,0,Low
644,2026-08-16 13:04:06.990451,analyst01,File Access,California,10.0.0.15,0,0,False,15,Low
645,2026-09-09 03:58:06.990451,admin01,Successful Login,New York,10.0.0.15,0,0,True,25,Low
646,2026-09-07 07:35:06.990451,trader01,File Access,Chicago,10.0.0.15,0,0,False,5,Low
647,2026-08-29 04:34:06.990451,employee03,Data Transfer,Chicago,192.168.1.10,0,3309,False,40,Medium
648,2026-08-24 11:42:06.990451,admin01,Successful Login,California,192.168.1.20,0,0,True,35,Medium
649,2026-09-03 21:55:06.990451,developer01,Password Reset,New Jersey,10.0.0.25,0,0,False,10,Low
650,2026-08-20 23:16:06.990451,employee02,Privilege Change,Texas,172.16.0.10,0,0,False,40,Medium
651,2026-09-08 11:24:06.990451,analyst01,Successful Login,Texas,192.168.1.20,0,0,False,10,Low
652,2026-09-01 03:02:06.990451,employee01,Password Reset,New Jersey,192.168.1.10,0,0,False,10,Low
653,2026-08-18 22:31:06.990451,finance01,Successful Login,New York,10.0.0.15,0,0,False,0,Low
654,2026-09-08 12:27:06.990451,finance01,Data Transfer,California,172.16.0.10,0,4156,False,60,High
655,2026-08-21 20:26:06.990451,employee03,File Access,Chicago,192.168.1.10,0,0,False,5,Low
656,2026-08-24 16:27:06.990451,developer01,Privilege Change,New York,192.168.1.20,0,0,False,30,Medium
657,2026-09-11 10:54:06.990451,employee02,Password Reset,California,192.168.1.10,0,0,False,20,Low
658,2026-08-30 07:01:06.990451,employee02,Data Transfer,London,192.168.1.30,0,4611,False,60,High
659,2026-08-29 22:47:06.990451,employee02,Successful Login,New York,192.168.1.30,0,0,False,0,Low
660,2026-08-28 01:55:06.990451,analyst01,Failed Login,London,192.168.1.20,10,0,False,50,Medium
661,2026-08-19 19:07:06.990451,developer01,Failed Login,London,192.168.1.10,9,0,False,50,Medium
662,2026-09-03 04:15:06.990451,trader01,Privilege Change,Connecticut,192.168.1.20,0,0,False,30,Medium
663,2026-08-19 14:15:06.990451,employee03,Privilege Change,California,172.16.0.10,0,0,False,40,Medium
664,2026-09-02 03:25:06.990451,developer01,Password Reset,Texas,192.168.1.20,0,0,False,20,Low
665,2026-08-29 23:01:06.990451,finance01,File Access,Texas,192.168.1.10,0,0,False,15,Low
666,2026-09-10 11:43:06.990451,developer01,Password Reset,New York,172.16.0.10,0,0,False,10,Low
667,2026-08-26 22:21:06.990451,employee03,Failed Login,California,192.168.1.30,6,0,False,40,Medium
668,2026-09-14 07:30:06.990451,analyst01,Successful Login,London,192.168.1.30,0,0,False,10,Low
669,2026-08-18 13:43:06.990451,employee03,Failed Login,New Jersey,10.0.0.15,3,0,False,20,Low
670,2026-08-22 23:12:06.990451,finance01,File Access,California,192.168.1.30,0,0,False,15,Low
671,2026-09-10 02:38:06.990451,admin01,File Access,Connecticut,10.0.0.15,0,0,True,30,Medium
672,2026-09-10 05:50:06.990451,finance01,Data Transfer,London,10.0.0.25,0,646,False,10,Low
673,2026-09-11 15:43:06.990451,finance01,Successful Login,New York,172.16.0.10,0,0,False,0,Low
674,2026-08-16 20:44:06.990451,employee03,Failed Login,Chicago,192.168.1.10,10,0,False,40,Medium
675,2026-08-28 10:55:06.990451,employee01,Password Reset,Connecticut,192.168.1.10,0,0,False,10,Low
676,2026-09-11 09:15:06.990451,analyst01,Failed Login,New Jersey,192.168.1.10,7,0,False,30,Medium
677,2026-08-16 07:25:06.990451,employee02,Data Transfer,Chicago,192.168.1.10,0,4325,False,50,Medium
678,2026-08-19 18:30:06.990451,admin01,File Access,Texas,172.16.0.10,0,0,True,40,Medium
679,2026-08-19 18:05:06.990451,admin01,File Access,New York,10.0.0.15,0,0,True,30,Medium
680,2026-09-02 09:36:06.990451,developer01,File Access,New Jersey,172.16.0.10,0,0,False,5,Low
681,2026-09-08 13:39:06.990451,employee01,File Access,New Jersey,10.0.0.25,0,0,False,5,Low
682,2026-08-23 00:59:06.990451,developer01,Failed Login,New York,10.0.0.15,10,0,False,40,Medium
683,2026-08-25 03:31:06.990451,developer01,File Access,New York,10.0.0.25,0,0,False,5,Low
684,2026-09-03 12:15:06.990451,employee03,Failed Login,Texas,192.168.1.10,10,0,False,50,Medium
685,2026-08-28 19:27:06.990451,admin01,Successful Login,California,192.168.1.30,0,0,True,35,Medium
686,2026-08-19 23:49:06.990451,developer01,File Access,Chicago,192.168.1.10,0,0,False,5,Low
687,2026-08-30 23:07:06.990451,finance01,Successful Login,New York,192.168.1.30,0,0,False,0,Low
688,2026-08-26 08:16:06.990451,employee01,Data Transfer,Chicago,192.168.1.10,0,1550,False,25,Low
689,2026-09-08 12:29:06.990451,admin01,Data Transfer,New York,192.168.1.20,0,3994,True,65,High
690,2026-08-28 08:36:06.990451,employee03,Privilege Change,New York,192.168.1.30,0,0,False,30,Medium
691,2026-08-20 16:55:06.990451,employee02,File Access,California,192.168.1.20,0,0,False,15,Low
692,2026-08-20 02:34:06.990451,employee02,Data Transfer,Connecticut,10.0.0.25,0,3373,False,40,Medium
693,2026-09-10 10:13:06.990451,trader01,Privilege Change,New Jersey,10.0.0.25,0,0,False,30,Medium
694,2026-08-26 02:57:06.990451,employee02,Password Reset,New Jersey,10.0.0.15,0,0,False,10,Low
695,2026-08-16 14:21:06.990451,employee03,Successful Login,Texas,192.168.1.20,0,0,False,10,Low
696,2026-09-03 14:57:06.990451,employee03,Privilege Change,Texas,172.16.0.10,0,0,False,40,Medium
697,2026-08-18 09:05:06.990451,admin01,Data Transfer,New York,172.16.0.10,0,4788,True,75,High
698,2026-08-28 12:30:06.990451,employee03,Password Reset,London,192.168.1.10,0,0,False,20,Low
699,2026-09-14 15:38:06.990451,employee03,Failed Login,London,172.16.0.10,5,0,False,40,Medium
700,2026-08-18 19:21:06.990451,employee01,Password Reset,New York,192.168.1.30,0,0,False,10,Low
701,2026-08-16 08:12:06.990451,employee03,Privilege Change,New York,192.168.1.20,0,0,False,30,Medium
702,2026-09-01 21:56:06.990451,employee02,File Access,Connecticut,172.16.0.10,0,0,False,5,Low
703,2026-09-09 23:13:06.990451,employee02,Successful Login,California,10.0.0.25,0,0,False,10,Low
704,2026-08-21 04:08:06.990451,employee02,Privilege Change,California,10.0.0.25,0,0,False,40,Medium
705,2026-08-26 02:36:06.990451,developer01,Data Transfer,California,172.16.0.10,0,1386,False,35,Medium
706,2026-09-05 19:34:06.990451,employee01,Successful Login,New York,192.168.1.20,0,0,False,0,Low
707,2026-08-24 02:35:06.990451,finance01,Failed Login,Chicago,192.168.1.20,6,0,False,30,Medium
708,2026-08-17 07:29:06.990451,trader01,File Access,London,10.0.0.15,0,0,False,15,Low
709,2026-08-26 21:12:06.990451,finance01,Successful Login,Texas,192.168.1.20,0,0,False,10,Low
710,2026-09-01 06:36:06.990451,trader01,File Access,California,10.0.0.25,0,0,False,15,Low
711,2026-09-11 21:04:06.990451,employee01,Data Transfer,Chicago,10.0.0.25,0,3351,False,40,Medium
712,2026-09-04 13:52:06.990451,employee01,Failed Login,London,10.0.0.25,1,0,False,10,Low
713,2026-09-06 19:57:06.990451,developer01,Privilege Change,New York,172.16.0.10,0,0,False,30,Medium
714,2026-09-06 20:38:06.990451,employee01,Privilege Change,Texas,172.16.0.10,0,0,False,40,Medium
715,2026-08-17 19:55:06.990451,employee02,Password Reset,New Jersey,10.0.0.15,0,0,False,10,Low
716,2026-08-22 09:42:06.990451,employee03,File Access,Chicago,192.168.1.30,0,0,False,5,Low
717,2026-08-16 08:19:06.990451,admin01,File Access,New Jersey,192.168.1.30,0,0,True,30,Medium
718,2026-08-31 09:00:06.990451,trader01,Privilege Change,New York,172.16.0.10,0,0,False,30,Medium
719,2026-09-01 02:01:06.990451,admin01,Data Transfer,New York,10.0.0.25,0,3072,True,65,High
720,2026-09-12 06:34:06.990451,finance01,Data Transfer,New Jersey,10.0.0.15,0,390,False,0,Low
721,2026-08-29 14:13:06.990451,employee03,Successful Login,Connecticut,192.168.1.30,0,0,False,0,Low
722,2026-08-17 12:40:06.990451,admin01,Privilege Change,California,192.168.1.30,0,0,True,65,High
723,2026-08-23 13:01:06.990451,employee01,Failed Login,New York,192.168.1.20,6,0,False,30,Medium
724,2026-09-11 02:50:06.990451,developer01,File Access,London,10.0.0.25,0,0,False,15,Low
725,2026-08-30 14:24:06.990451,admin01,File Access,Texas,10.0.0.25,0,0,True,40,Medium
726,2026-08-26 20:13:06.990451,employee01,Successful Login,New Jersey,172.16.0.10,0,0,False,0,Low
727,2026-08-24 18:44:06.990451,analyst01,Password Reset,New York,172.16.0.10,0,0,False,10,Low
728,2026-09-13 05:29:06.990451,employee03,Failed Login,California,192.168.1.30,5,0,False,40,Medium
729,2026-08-16 21:31:06.990451,employee03,Password Reset,Texas,192.168.1.30,0,0,False,20,Low
730,2026-09-07 20:32:06.990451,trader01,Successful Login,California,10.0.0.25,0,0,False,10,Low
731,2026-09-10 22:38:06.990451,finance01,Data Transfer,London,192.168.1.20,0,2729,False,35,Medium
732,2026-08-25 10:14:06.990451,analyst01,Data Transfer,London,192.168.1.30,0,644,False,10,Low
733,2026-09-02 16:56:06.990451,employee03,Data Transfer,Connecticut,192.168.1.20,0,2122,False,25,Low
734,2026-09-04 11:35:06.990451,employee02,Data Transfer,Connecticut,192.168.1.30,0,4233,False,50,Medium
735,2026-08-15 19:10:06.990451,finance01,Successful Login,Connecticut,10.0.0.15,0,0,False,0,Low
736,2026-08-30 23:27:06.990451,analyst01,Failed Login,Texas,192.168.1.30,3,0,False,30,Medium
737,2026-08-16 10:31:06.990451,finance01,Password Reset,Texas,192.168.1.20,0,0,False,20,Low
738,2026-08-29 00:03:06.990451,employee02,Successful Login,Connecticut,10.0.0.15,0,0,False,0,Low
739,2026-09-06 00:24:06.990451,employee01,Successful Login,New York,10.0.0.25,0,0,False,0,Low
740,2026-08-18 09:48:06.990451,trader01,Data Transfer,Chicago,10.0.0.15,0,139,False,0,Low
741,2026-09-03 02:26:06.990451,trader01,Failed Login,Connecticut,10.0.0.25,6,0,False,30,Medium
742,2026-08-25 02:20:06.990451,employee03,Data Transfer,New Jersey,172.16.0.10,0,23,False,0,Low
743,2026-08-20 09:01:06.990451,finance01,Data Transfer,New Jersey,10.0.0.15,0,2459,False,25,Low
744,2026-08-20 19:42:06.990451,employee01,Data Transfer,California,192.168.1.20,0,430,False,10,Low
745,2026-08-20 16:56:06.990451,employee03,Privilege Change,Chicago,172.16.0.10,0,0,False,30,Medium
746,2026-08-27 05:55:06.990451,employee02,Password Reset,Chicago,172.16.0.10,0,0,False,10,Low
747,2026-08-29 05:56:06.990451,employee03,File Access,California,192.168.1.10,0,0,False,15,Low
748,2026-09-09 21:14:06.990451,employee01,Privilege Change,Chicago,10.0.0.15,0,0,False,30,Medium
749,2026-08-30 21:09:06.990451,trader01,File Access,London,172.16.0.10,0,0,False,15,Low
750,2026-09-10 00:04:06.990451,analyst01,Data Transfer,New Jersey,10.0.0.25,0,1066,False,25,Low
751,2026-08-17 03:43:06.990451,finance01,Failed Login,Texas,172.16.0.10,10,0,False,50,Medium
752,2026-09-02 09:30:06.990451,developer01,Privilege Change,New Jersey,10.0.0.15,0,0,False,30,Medium
753,2026-09-06 05:46:06.990451,admin01,Privilege Change,Connecticut,192.168.1.30,0,0,True,55,Medium
754,2026-09-07 20:29:06.990451,trader01,Data Transfer,Chicago,10.0.0.15,0,1293,False,25,Low
755,2026-09-11 02:55:06.990451,employee03,Successful Login,London,192.168.1.20,0,0,False,10,Low
756,2026-09-09 14:24:06.990451,employee01,Failed Login,London,192.168.1.20,6,0,False,40,Medium
757,2026-08-21 00:38:06.990451,finance01,File Access,Connecticut,10.0.0.15,0,0,False,5,Low
758,2026-09-10 22:13:06.990451,employee01,Failed Login,New Jersey,192.168.1.10,8,0,False,40,Medium
759,2026-08-23 11:11:06.990451,admin01,Successful Login,California,10.0.0.15,0,0,True,35,Medium
760,2026-08-26 04:13:06.990451,analyst01,File Access,Chicago,10.0.0.25,0,0,False,5,Low
761,2026-08-20 16:31:06.990451,employee03,Data Transfer,New Jersey,192.168.1.20,0,321,False,0,Low
762,2026-08-28 09:35:06.990451,employee03,Successful Login,California,10.0.0.15,0,0,False,10,Low
763,2026-09-11 15:47:06.990451,employee01,Password Reset,New Jersey,192.168.1.20,0,0,False,10,Low
764,2026-08-25 02:48:06.990451,analyst01,Failed Login,California,172.16.0.10,5,0,False,40,Medium
765,2026-09-05 11:01:06.990451,trader01,Successful Login,California,192.168.1.20,0,0,False,10,Low
766,2026-09-12 07:16:06.990451,employee03,Privilege Change,London,192.168.1.10,0,0,False,40,Medium
767,2026-09-03 09:59:06.990451,employee03,Failed Login,New York,192.168.1.10,2,0,False,0,Low
768,2026-08-16 11:41:06.990451,developer01,File Access,California,172.16.0.10,0,0,False,15,Low
769,2026-09-05 23:55:06.990451,developer01,Failed Login,New York,192.168.1.30,1,0,False,0,Low
770,2026-08-26 12:14:06.990451,trader01,File Access,Texas,192.168.1.20,0,0,False,15,Low
771,2026-08-18 14:57:06.990451,employee02,Data Transfer,London,192.168.1.20,0,1958,False,35,Medium
772,2026-08-30 15:47:06.990451,trader01,Successful Login,New York,192.168.1.30,0,0,False,0,Low
773,2026-09-06 05:50:06.990451,employee02,Failed Login,Connecticut,192.168.1.20,8,0,False,40,Medium
774,2026-09-06 14:18:06.990451,analyst01,Failed Login,New Jersey,192.168.1.30,3,0,False,20,Low
775,2026-08-18 04:09:06.990451,employee03,File Access,Chicago,192.168.1.10,0,0,False,5,Low
776,2026-09-03 11:13:06.990451,employee02,File Access,Connecticut,192.168.1.10,0,0,False,5,Low
777,2026-09-08 08:18:06.990451,trader01,Privilege Change,New Jersey,10.0.0.25,0,0,False,30,Medium
778,2026-09-01 10:58:06.990451,analyst01,Privilege Change,Texas,192.168.1.30,0,0,False,40,Medium
779,2026-09-01 07:57:06.990451,analyst01,File Access,Connecticut,192.168.1.20,0,0,False,5,Low
780,2026-08-22 05:43:06.990451,analyst01,Data Transfer,London,192.168.1.20,0,589,False,10,Low
781,2026-09-13 07:56:06.990451,finance01,Successful Login,London,10.0.0.15,0,0,False,10,Low
782,2026-08-23 21:10:06.990451,admin01,File Access,Chicago,192.168.1.10,0,0,True,30,Medium
783,2026-08-20 01:45:06.990451,developer01,Successful Login,London,192.168.1.30,0,0,False,10,Low
784,2026-08-27 15:26:06.990451,employee01,Password Reset,California,192.168.1.30,0,0,False,20,Low
785,2026-08-26 23:55:06.990451,employee03,Privilege Change,Connecticut,192.168.1.20,0,0,False,30,Medium
786,2026-09-01 03:07:06.990451,trader01,Successful Login,New York,172.16.0.10,0,0,False,0,Low
787,2026-08-18 22:40:06.990451,admin01,Failed Login,New Jersey,192.168.1.10,2,0,True,25,Low
788,2026-08-31 00:25:06.990451,developer01,Failed Login,London,192.168.1.30,1,0,False,10,Low
789,2026-08-30 02:06:06.990451,analyst01,Privilege Change,London,10.0.0.15,0,0,False,40,Medium
790,2026-08-26 01:07:06.990451,developer01,Privilege Change,Connecticut,192.168.1.30,0,0,False,30,Medium
791,2026-09-10 22:14:06.990451,finance01,File Access,Connecticut,10.0.0.15,0,0,False,5,Low
792,2026-08-15 22:16:06.990451,analyst01,Successful Login,New York,10.0.0.15,0,0,False,0,Low
793,2026-09-05 23:39:06.990451,finance01,Successful Login,New York,172.16.0.10,0,0,False,0,Low
794,2026-08-23 01:04:06.990451,analyst01,Successful Login,New York,192.168.1.10,0,0,False,0,Low
795,2026-08-22 13:59:06.990451,analyst01,Privilege Change,New Jersey,192.168.1.20,0,0,False,30,Medium
796,2026-09-09 00:54:06.990451,finance01,Failed Login,Chicago,192.168.1.10,3,0,False,20,Low
797,2026-09-03 09:52:06.990451,admin01,File Access,California,10.0.0.25,0,0,True,40,Medium
798,2026-09-12 12:08:06.990451,finance01,File Access,New York,192.168.1.10,0,0,False,5,Low
799,2026-08-24 21:39:06.990451,finance01,Successful Login,Connecticut,172.16.0.10,0,0,False,0,Low
800,2026-08-15 21:02:06.990451,admin01,Data Transfer,Chicago,192.168.1.10,0,2104,True,50,Medium
801,2026-09-08 16:28:06.990451,employee03,Successful Login,California,192.168.1.30,0,0,False,10,Low
802,2026-09-03 23:48:06.990451,finance01,Successful Login,London,192.168.1.20,0,0,False,10,Low
803,2026-08-27 18:29:06.990451,employee01,Data Transfer,Texas,10.0.0.25,0,4174,False,60,High
804,2026-08-15 22:19:06.990451,trader01,File Access,Connecticut,172.16.0.10,0,0,False,5,Low
805,2026-08-31 04:07:06.990451,employee01,File Access,California,172.16.0.10,0,0,False,15,Low
806,2026-09-08 17:27:06.990451,developer01,Successful Login,Chicago,192.168.1.20,0,0,False,0,Low
807,2026-08-27 12:08:06.990451,finance01,Failed Login,California,192.168.1.30,3,0,False,30,Medium
808,2026-08-28 01:03:06.990451,finance01,Failed Login,Texas,10.0.0.15,8,0,False,50,Medium
809,2026-08-27 17:15:06.990451,employee02,Successful Login,Chicago,10.0.0.15,0,0,False,0,Low
810,2026-08-22 01:01:06.990451,employee01,File Access,California,192.168.1.10,0,0,False,15,Low
811,2026-08-17 04:01:06.990451,employee01,Successful Login,Connecticut,192.168.1.10,0,0,False,0,Low
812,2026-08-17 10:19:06.990451,analyst01,Successful Login,Connecticut,192.168.1.20,0,0,False,0,Low
813,2026-09-03 04:54:06.990451,employee03,Successful Login,California,192.168.1.10,0,0,False,10,Low
814,2026-08-15 20:10:06.990451,analyst01,File Access,Texas,192.168.1.10,0,0,False,15,Low
815,2026-09-14 12:49:06.990451,employee03,Data Transfer,California,10.0.0.25,0,465,False,10,Low
816,2026-08-20 10:26:06.990451,finance01,Failed Login,Connecticut,172.16.0.10,3,0,False,20,Low
817,2026-08-23 01:11:06.990451,analyst01,Failed Login,California,192.168.1.10,1,0,False,10,Low
818,2026-09-14 16:38:06.990451,employee03,Password Reset,California,192.168.1.20,0,0,False,20,Low
819,2026-08-23 18:04:06.990451,employee03,File Access,Chicago,10.0.0.25,0,0,False,5,Low
820,2026-08-16 17:03:06.990451,finance01,Failed Login,California,10.0.0.25,9,0,False,50,Medium
821,2026-08-18 04:44:06.990451,employee01,Data Transfer,New Jersey,172.16.0.10,0,1024,False,25,Low
822,2026-08-22 01:45:06.990451,developer01,Password Reset,New York,10.0.0.15,0,0,False,10,Low
823,2026-08-18 08:48:06.990451,developer01,Password Reset,Connecticut,10.0.0.15,0,0,False,10,Low
824,2026-09-06 08:47:06.990451,finance01,Password Reset,New York,10.0.0.25,0,0,False,10,Low
825,2026-08-23 09:23:06.990451,admin01,File Access,London,192.168.1.30,0,0,True,40,Medium
826,2026-08-31 18:58:06.990451,employee02,Data Transfer,California,10.0.0.25,0,712,False,10,Low
827,2026-09-14 13:49:06.990451,developer01,Failed Login,New York,192.168.1.20,7,0,False,30,Medium
828,2026-09-07 03:48:06.990451,finance01,Failed Login,California,10.0.0.15,10,0,False,50,Medium
829,2026-08-20 03:20:06.990451,finance01,File Access,London,10.0.0.25,0,0,False,15,Low
830,2026-08-18 23:58:06.990451,employee02,File Access,California,192.168.1.30,0,0,False,15,Low
831,2026-08-25 11:28:06.990451,analyst01,Data Transfer,Chicago,10.0.0.15,0,826,False,0,Low
832,2026-09-11 15:47:06.990451,employee03,Password Reset,Connecticut,172.16.0.10,0,0,False,10,Low
833,2026-08-29 21:18:06.990451,trader01,Password Reset,London,172.16.0.10,0,0,False,20,Low
834,2026-08-30 10:37:06.990451,employee02,Successful Login,Texas,10.0.0.25,0,0,False,10,Low
835,2026-08-30 20:21:06.990451,employee02,Privilege Change,Texas,192.168.1.20,0,0,False,40,Medium
836,2026-09-03 14:06:06.990451,employee03,Data Transfer,Texas,172.16.0.10,0,1216,False,35,Medium
837,2026-08-22 12:52:06.990451,employee02,Data Transfer,London,192.168.1.10,0,1652,False,35,Medium
838,2026-08-22 05:26:06.990451,analyst01,Data Transfer,New Jersey,10.0.0.25,0,388,False,0,Low
839,2026-09-04 23:05:06.990451,employee03,Successful Login,New Jersey,192.168.1.20,0,0,False,0,Low
840,2026-08-28 11:20:06.990451,employee01,Privilege Change,Chicago,192.168.1.10,0,0,False,30,Medium
841,2026-09-05 05:36:06.990451,analyst01,Data Transfer,London,192.168.1.10,0,4337,False,60,High
842,2026-08-26 02:45:06.990451,admin01,Successful Login,New York,172.16.0.10,0,0,True,25,Low
843,2026-09-09 11:29:06.990451,employee03,File Access,New Jersey,192.168.1.20,0,0,False,5,Low
844,2026-09-13 21:56:06.990451,employee02,Successful Login,Texas,192.168.1.20,0,0,False,10,Low
845,2026-09-04 16:48:06.990451,analyst01,Failed Login,Texas,10.0.0.15,5,0,False,40,Medium
846,2026-08-25 00:38:06.990451,finance01,Privilege Change,London,192.168.1.10,0,0,False,40,Medium
847,2026-09-08 11:22:06.990451,finance01,Privilege Change,Connecticut,10.0.0.25,0,0,False,30,Medium
848,2026-08-25 16:09:06.990451,employee03,Failed Login,Chicago,192.168.1.10,9,0,False,40,Medium
849,2026-08-20 08:30:06.990451,trader01,Failed Login,New Jersey,192.168.1.10,4,0,False,20,Low
850,2026-08-23 10:51:06.990451,developer01,Failed Login,Chicago,10.0.0.25,4,0,False,20,Low
851,2026-08-22 01:50:06.990451,employee01,Failed Login,New Jersey,192.168.1.10,4,0,False,20,Low
852,2026-08-19 19:28:06.990451,developer01,Successful Login,London,192.168.1.30,0,0,False,10,Low
853,2026-09-05 08:37:06.990451,finance01,Data Transfer,Chicago,172.16.0.10,0,1672,False,25,Low
854,2026-08-30 06:04:06.990451,analyst01,Privilege Change,London,192.168.1.30,0,0,False,40,Medium
855,2026-08-16 08:24:06.990451,admin01,Data Transfer,Connecticut,172.16.0.10,0,2772,True,50,Medium
856,2026-09-04 00:12:06.990451,admin01,File Access,London,10.0.0.25,0,0,True,40,Medium
857,2026-08-18 20:41:06.990451,developer01,File Access,California,192.168.1.10,0,0,False,15,Low
858,2026-09-01 09:54:06.990451,employee03,Data Transfer,Texas,192.168.1.30,0,3995,False,50,Medium
859,2026-09-01 23:03:06.990451,employee01,Password Reset,Connecticut,192.168.1.30,0,0,False,10,Low
860,2026-09-01 03:40:06.990451,developer01,Password Reset,New Jersey,192.168.1.30,0,0,False,10,Low
861,2026-09-06 06:40:06.990451,admin01,Successful Login,California,192.168.1.30,0,0,True,35,Medium
862,2026-08-20 11:02:06.990451,finance01,Password Reset,New York,10.0.0.15,0,0,False,10,Low
863,2026-09-09 06:06:06.990451,developer01,Password Reset,Chicago,192.168.1.30,0,0,False,10,Low
864,2026-09-10 01:21:06.990451,analyst01,File Access,London,172.16.0.10,0,0,False,15,Low
865,2026-09-02 23:03:06.990451,employee01,Successful Login,Connecticut,172.16.0.10,0,0,False,0,Low
866,2026-09-04 09:01:06.990451,employee03,Privilege Change,New Jersey,10.0.0.15,0,0,False,30,Medium
867,2026-09-02 02:20:06.990451,developer01,Successful Login,Chicago,192.168.1.20,0,0,False,0,Low
868,2026-08-31 15:09:06.990451,admin01,Privilege Change,New Jersey,192.168.1.10,0,0,True,55,Medium
