event_id,timestamp,username,event_type,location,ip_address,failed_attempts,data_transferred_mb,privileged_account
2766,2026-09-06 12:26:06.990451,finance01,Successful Login,London,192.168.1.20,0,0,False
2767,2026-09-02 17:13:06.990451,employee01,Privilege Change,Texas,172.16.0.10,0,0,False
2768,2026-08-30 05:07:06.990451,admin01,Data Transfer,Chicago,10.0.0.25,0,4164,True
2769,2026-09-02 06:50:06.990451,employee02,File Access,Chicago,192.168.1.20,0,0,False
2770,2026-08-23 14:56:06.990451,analyst01,Password Reset,London,10.0.0.25,0,0,False
2771,2026-09-04 12:41:06.990451,employee02,File Access,Chicago,10.0.0.15,0,0,False
2772,2026-09-12 12:55:06.990451,finance01,Privilege Change,California,10.0.0.15,0,0,False
2773,2026-09-07 08:17:06.990451,finance01,Data Transfer,California,192.168.1.20,0,166,False
2774,2026-08-21 21:49:06.990451,finance01,File Access,New Jersey,172.16.0.10,0,0,False
2775,2026-09-07 03:53:06.990451,admin01,Successful Login,New Jersey,10.0.0.25,0,0,True
2776,2026-09-13 06:21:06.990451,analyst01,Privilege Change,California,192.168.1.30,0,0,False
2777,2026-08-16 09:30:06.990451,employee03,Data Transfer,Connecticut,172.16.0.10,0,2333,False
2778,2026-09-09 08:09:06.990451,finance01,Privilege Change,New York,192.168.1.10,0,0,False
2779,2026-09-04 01:25:06.990451,employee03,Failed Login,Chicago,10.0.0.15,8,0,False
2780,2026-08-18 17:30:06.990451,admin01,Successful Login,California,192.168.1.20,0,0,True
2781,2026-08-15 19:43:06.990451,developer01,Data Transfer,New York,172.16.0.10,0,3438,False
2782,2026-09-02 14:26:06.990451,analyst01,Failed Login,Chicago,192.168.1.30,3,0,False
2783,2026-09-03 01:47:06.990451,employee01,Successful Login,Connecticut,10.0.0.25,0,0,False
2784,2026-09-09 15:53:06.990451,admin01,Password Reset,Connecticut,192.168.1.30,0,0,True
2785,2026-08-28 23:36:06.990451,trader01,Privilege Change,Chicago,192.168.1.30,0,0,False
2786,2026-09-02 17:33:06.990451,employee02,Password Reset,New York,10.0.0.25,0,0,False
2787,2026-08-15 19:06:06.990451,admin01,Successful Login,Chicago,192.168.1.10,0,0,True
2788,2026-09-05 00:04:06.990451,trader01,File Access,New Jersey,172.16.0.10,0,0,False
2789,2026-09-03 01:05:06.990451,employee02,Password Reset,Connecticut,10.0.0.25,0,0,False
2790,2026-09-09 14:59:06.990451,admin01,Failed Login,New York,192.168.1.10,2,0,True
2791,2026-08-31 18:09:06.990451,employee02,Privilege Change,Connecticut,192.168.1.10,0,0,False
2792,2026-09-09 08:49:06.990451,admin01,Data Transfer,Chicago,192.168.1.30,0,2967,True
2793,2026-09-11 05:21:06.990451,finance01,File Access,Texas,192.168.1.10,0,0,False
2794,2026-08-22 10:30:06.990451,employee01,Failed Login,New Jersey,192.168.1.20,5,0,False
2795,2026-09-05 01:04:06.990451,trader01,Successful Login,Texas,192.168.1.20,0,0,False
2796,2026-08-27 21:50:06.990451,employee01,Failed Login,London,192.168.1.10,2,0,False
2797,2026-08-21 11:13:06.990451,developer01,Failed Login,Connecticut,10.0.0.25,7,0,False
2798,2026-09-05 18:42:06.990451,employee03,Failed Login,New York,10.0.0.15,1,0,False
2799,2026-09-07 20:18:06.990451,developer01,Failed Login,Chicago,192.168.1.30,6,0,False
2800,2026-08-27 11:27:06.990451,analyst01,Failed Login,New York,172.16.0.10,4,0,False
2801,2026-08-24 21:08:06.990451,trader01,Privilege Change,Texas,10.0.0.25,0,0,False
2802,2026-08-16 11:28:06.990451,finance01,Password Reset,Texas,192.168.1.10,0,0,False
2803,2026-08-30 21:23:06.990451,analyst01,Password Reset,Texas,192.168.1.10,0,0,False
2804,2026-08-21 12:52:06.990451,analyst01,Data Transfer,London,192.168.1.10,0,3733,False
2805,2026-08-25 19:06:06.990451,employee03,File Access,Texas,192.168.1.30,0,0,False
2806,2026-08-23 23:50:06.990451,trader01,Successful Login,Texas,192.168.1.30,0,0,False
2807,2026-09-10 13:08:06.990451,employee01,Privilege Change,Chicago,172.16.0.10,0,0,False
2808,2026-08-17 05:26:06.990451,finance01,File Access,New Jersey,192.168.1.10,0,0,False
2809,2026-08-20 18:10:06.990451,finance01,Password Reset,Connecticut,192.168.1.10,0,0,False
2810,2026-09-13 14:20:06.990451,analyst01,Data Transfer,New York,10.0.0.25,0,1119,False
2811,2026-09-02 04:32:06.990451,employee01,Failed Login,New Jersey,192.168.1.30,8,0,False
2812,2026-09-01 21:20:06.990451,finance01,Password Reset,California,10.0.0.25,0,0,False
2813,2026-08-16 04:18:06.990451,employee01,File Access,New York,10.0.0.25,0,0,False
2814,2026-08-17 11:16:06.990451,trader01,Data Transfer,New Jersey,192.168.1.30,0,2858,False
2815,2026-08-23 17:05:06.990451,employee01,Successful Login,London,10.0.0.25,0,0,False
2816,2026-08-19 11:38:06.990451,trader01,Password Reset,Texas,10.0.0.25,0,0,False
2817,2026-09-13 03:23:06.990451,developer01,Data Transfer,California,192.168.1.10,0,1074,False
2818,2026-09-13 15:50:06.990451,finance01,Data Transfer,Chicago,10.0.0.25,0,4279,False
2819,2026-09-03 14:34:06.990451,trader01,Data Transfer,New Jersey,192.168.1.30,0,617,False
2820,2026-08-17 17:57:06.990451,developer01,Data Transfer,New Jersey,172.16.0.10,0,2727,False
2821,2026-09-09 06:26:06.990451,employee02,Data Transfer,New Jersey,172.16.0.10,0,679,False
2822,2026-08-20 23:26:06.990451,employee03,Failed Login,Chicago,10.0.0.15,1,0,False
2823,2026-08-21 18:58:06.990451,trader01,Privilege Change,Connecticut,172.16.0.10,0,0,False
2824,2026-08-17 05:51:06.990451,employee03,Successful Login,California,172.16.0.10,0,0,False
2825,2026-08-23 11:21:06.990451,admin01,Data Transfer,Texas,192.168.1.20,0,4883,True
2826,2026-08-17 16:34:06.990451,employee02,Privilege Change,London,172.16.0.10,0,0,False
2827,2026-08-20 14:50:06.990451,admin01,Privilege Change,New Jersey,172.16.0.10,0,0,True
2828,2026-08-29 10:29:06.990451,finance01,Privilege Change,Connecticut,172.16.0.10,0,0,False
2829,2026-09-01 06:19:06.990451,employee03,File Access,Chicago,192.168.1.30,0,0,False
2830,2026-09-11 10:10:06.990451,employee02,Failed Login,London,192.168.1.30,6,0,False
2831,2026-09-10 20:15:06.990451,employee02,Successful Login,Texas,172.16.0.10,0,0,False
2832,2026-08-22 18:35:06.990451,employee01,File Access,New Jersey,10.0.0.25,0,0,False
2833,2026-08-20 01:43:06.990451,employee03,Failed Login,New York,192.168.1.20,10,0,False
2834,2026-08-23 15:29:06.990451,trader01,Password Reset,California,192.168.1.30,0,0,False
2835,2026-08-28 20:05:06.990451,admin01,Failed Login,Chicago,192.168.1.30,7,0,True
2836,2026-09-09 14:41:06.990451,developer01,Data Transfer,London,192.168.1.30,0,2811,False
2837,2026-09-10 02:12:06.990451,trader01,Privilege Change,New Jersey,192.168.1.20,0,0,False
2838,2026-08-23 22:59:06.990451,trader01,Password Reset,New York,192.168.1.10,0,0,False
2839,2026-08-18 23:39:06.990451,analyst01,Successful Login,New York,10.0.0.15,0,0,False
2840,2026-09-09 13:14:06.990451,trader01,Data Transfer,New York,192.168.1.20,0,4202,False
2841,2026-08-20 04:56:06.990451,employee02,Data Transfer,New York,192.168.1.10,0,4491,False
2842,2026-09-02 18:13:06.990451,finance01,Data Transfer,New York,192.168.1.10,0,301,False
2843,2026-08-20 01:51:06.990451,employee02,Privilege Change,London,10.0.0.15,0,0,False
2844,2026-08-22 23:23:06.990451,employee02,File Access,Texas,172.16.0.10,0,0,False
2845,2026-09-08 21:10:06.990451,developer01,Failed Login,Chicago,10.0.0.15,1,0,False
2846,2026-08-26 09:05:06.990451,developer01,Failed Login,Texas,10.0.0.15,8,0,False
2847,2026-09-04 22:18:06.990451,analyst01,Data Transfer,Texas,192.168.1.10,0,3609,False
2848,2026-08-19 16:21:06.990451,trader01,Successful Login,Chicago,10.0.0.25,0,0,False
2849,2026-08-29 23:33:06.990451,developer01,Password Reset,Chicago,192.168.1.10,0,0,False
2850,2026-08-23 17:30:06.990451,developer01,Privilege Change,Chicago,192.168.1.30,0,0,False
2851,2026-09-13 12:11:06.990451,employee03,Data Transfer,London,10.0.0.25,0,2323,False
2852,2026-08-18 16:11:06.990451,employee01,File Access,New Jersey,10.0.0.15,0,0,False
2853,2026-09-08 22:49:06.990451,admin01,Password Reset,Chicago,192.168.1.30,0,0,True
2854,2026-09-06 17:46:06.990451,finance01,Successful Login,New York,192.168.1.10,0,0,False
2855,2026-08-23 11:30:06.990451,employee01,Data Transfer,Connecticut,10.0.0.25,0,928,False
2856,2026-09-09 09:28:06.990451,employee03,Password Reset,New York,172.16.0.10,0,0,False
2857,2026-09-05 07:23:06.990451,finance01,Data Transfer,London,10.0.0.25,0,27,False
2858,2026-08-24 22:59:06.990451,employee03,Password Reset,New Jersey,192.168.1.20,0,0,False
2859,2026-08-27 21:19:06.990451,finance01,Successful Login,Chicago,192.168.1.30,0,0,False
2860,2026-08-27 01:55:06.990451,developer01,Privilege Change,Connecticut,10.0.0.15,0,0,False
2861,2026-09-05 11:57:06.990451,developer01,Failed Login,California,192.168.1.10,5,0,False
2862,2026-08-20 18:00:06.990451,employee01,File Access,New York,192.168.1.10,0,0,False
2863,2026-08-20 07:02:06.990451,employee01,Privilege Change,Connecticut,10.0.0.15,0,0,False
2864,2026-09-06 07:07:06.990451,employee01,Data Transfer,New Jersey,10.0.0.15,0,2693,False
2865,2026-09-04 11:35:06.990451,employee03,Successful Login,London,192.168.1.10,0,0,False
2866,2026-09-09 16:09:06.990451,employee02,Data Transfer,New Jersey,10.0.0.25,0,4307,False
2867,2026-09-14 13:27:06.990451,finance01,Privilege Change,Texas,10.0.0.15,0,0,False
2868,2026-08-21 23:05:06.990451,employee03,Successful Login,California,10.0.0.25,0,0,False
2869,2026-08-18 18:01:06.990451,developer01,Privilege Change,Connecticut,192.168.1.10,0,0,False
2870,2026-08-18 02:29:06.990451,employee03,Privilege Change,London,10.0.0.25,0,0,False
2871,2026-08-28 03:30:06.990451,employee01,Privilege Change,New Jersey,10.0.0.25,0,0,False
2872,2026-08-31 18:28:06.990451,admin01,Password Reset,Chicago,192.168.1.10,0,0,True
2873,2026-09-02 16:55:06.990451,admin01,Password Reset,New York,192.168.1.20,0,0,True
2874,2026-09-13 17:45:06.990451,employee03,Successful Login,New Jersey,10.0.0.15,0,0,False
2875,2026-08-20 14:50:06.990451,developer01,Failed Login,California,10.0.0.15,2,0,False
2876,2026-08-28 06:30:06.990451,analyst01,Password Reset,London,192.168.1.10,0,0,False
2877,2026-09-07 08:47:06.990451,trader01,Failed Login,London,10.0.0.25,2,0,False
2878,2026-09-13 18:01:06.990451,developer01,Data Transfer,Texas,172.16.0.10,0,2211,False
2879,2026-09-11 10:25:06.990451,analyst01,Privilege Change,Texas,192.168.1.30,0,0,False
2880,2026-08-23 12:26:06.990451,analyst01,Data Transfer,California,10.0.0.15,0,2710,False
2881,2026-09-04 16:45:06.990451,analyst01,Password Reset,London,192.168.1.30,0,0,False
2882,2026-08-23 06:57:06.990451,analyst01,Successful Login,London,192.168.1.30,0,0,False
2883,2026-08-29 21:38:06.990451,employee01,Data Transfer,London,192.168.1.10,0,2845,False
2884,2026-09-06 01:32:06.990451,developer01,File Access,Connecticut,172.16.0.10,0,0,False
2885,2026-08-26 19:08:06.990451,admin01,Password Reset,Texas,172.16.0.10,0,0,True
2886,2026-08-17 04:12:06.990451,employee03,Password Reset,Chicago,172.16.0.10,0,0,False
2887,2026-08-17 18:34:06.990451,employee02,Password Reset,London,10.0.0.25,0,0,False
2888,2026-09-07 18:18:06.990451,employee02,Data Transfer,Chicago,192.168.1.30,0,1123,False
2889,2026-09-02 04:06:06.990451,employee02,Successful Login,London,192.168.1.10,0,0,False
2890,2026-08-23 12:54:06.990451,employee02,Password Reset,London,172.16.0.10,0,0,False
2891,2026-09-12 03:12:06.990451,admin01,Data Transfer,New York,172.16.0.10,0,447,True
2892,2026-08-29 05:04:06.990451,finance01,Successful Login,Texas,172.16.0.10,0,0,False
2893,2026-08-17 05:15:06.990451,analyst01,Password Reset,Texas,192.168.1.20,0,0,False
2894,2026-08-30 04:12:06.990451,employee03,Password Reset,Texas,192.168.1.10,0,0,False
2895,2026-08-20 15:10:06.990451,developer01,Privilege Change,Chicago,10.0.0.25,0,0,False
2896,2026-09-01 19:41:06.990451,analyst01,Password Reset,Chicago,192.168.1.30,0,0,False
2897,2026-09-03 17:44:06.990451,employee02,Password Reset,London,192.168.1.20,0,0,False
2898,2026-08-23 21:36:06.990451,finance01,Data Transfer,Connecticut,192.168.1.10,0,4637,False
2899,2026-09-09 16:34:06.990451,trader01,Failed Login,California,172.16.0.10,3,0,False
2900,2026-09-10 16:20:06.990451,employee03,Data Transfer,London,10.0.0.15,0,3811,False
2901,2026-08-18 11:14:06.990451,employee01,Failed Login,Texas,10.0.0.25,4,0,False
2902,2026-08-16 13:38:06.990451,employee03,Password Reset,London,10.0.0.25,0,0,False
2903,2026-09-10 13:36:06.990451,finance01,Failed Login,New Jersey,192.168.1.20,8,0,False
2904,2026-08-21 09:55:06.990451,employee03,Failed Login,New Jersey,192.168.1.30,6,0,False
2905,2026-09-12 11:14:06.990451,trader01,Password Reset,London,192.168.1.10,0,0,False
2906,2026-09-05 16:35:06.990451,admin01,Privilege Change,London,10.0.0.15,0,0,True
2907,2026-08-20 08:11:06.990451,finance01,Failed Login,New York,192.168.1.10,9,0,False
2908,2026-09-01 06:15:06.990451,admin01,Data Transfer,California,192.168.1.20,0,2752,True
2909,2026-09-04 18:20:06.990451,trader01,Privilege Change,Texas,192.168.1.30,0,0,False
2910,2026-08-18 00:22:06.990451,employee01,Failed Login,New York,172.16.0.10,3,0,False
2911,2026-08-21 04:33:06.990451,admin01,Successful Login,New York,172.16.0.10,0,0,True
2912,2026-09-12 22:50:06.990451,admin01,Data Transfer,Chicago,192.168.1.30,0,422,True
2913,2026-09-09 02:06:06.990451,finance01,Successful Login,Texas,10.0.0.25,0,0,False
2914,2026-08-26 15:59:06.990451,finance01,Privilege Change,New Jersey,10.0.0.15,0,0,False
2915,2026-09-03 16:39:06.990451,finance01,Failed Login,London,192.168.1.30,7,0,False
2916,2026-09-08 14:07:06.990451,trader01,Data Transfer,London,10.0.0.15,0,3306,False
2917,2026-09-07 04:05:06.990451,analyst01,Privilege Change,Chicago,192.168.1.10,0,0,False
2918,2026-08-18 20:25:06.990451,trader01,Successful Login,Texas,10.0.0.25,0,0,False
2919,2026-09-06 15:58:06.990451,employee02,Password Reset,Connecticut,192.168.1.20,0,0,False
2920,2026-09-06 19:30:06.990451,trader01,Privilege Change,New York,192.168.1.20,0,0,False
2921,2026-09-05 06:49:06.990451,finance01,Privilege Change,Chicago,10.0.0.25,0,0,False
2922,2026-09-01 13:43:06.990451,employee02,Data Transfer,Connecticut,192.168.1.20,0,3459,False
2923,2026-09-03 10:49:06.990451,employee02,File Access,Chicago,10.0.0.15,0,0,False
2924,2026-09-11 07:31:06.990451,employee03,Failed Login,London,10.0.0.15,5,0,False
2925,2026-08-21 12:24:06.990451,employee02,Password Reset,California,10.0.0.25,0,0,False
2926,2026-09-06 15:08:06.990451,admin01,Failed Login,California,192.168.1.30,5,0,True
2927,2026-08-23 23:34:06.990451,trader01,File Access,Texas,192.168.1.30,0,0,False
2928,2026-09-14 10:39:06.990451,analyst01,Password Reset,California,172.16.0.10,0,0,False
2929,2026-08-21 22:26:06.990451,employee01,Successful Login,New York,10.0.0.15,0,0,False
2930,2026-09-03 17:55:06.990451,employee01,Successful Login,New York,192.168.1.10,0,0,False
2931,2026-08-24 13:51:06.990451,analyst01,File Access,Texas,192.168.1.30,0,0,False
2932,2026-08-17 08:34:06.990451,employee02,Successful Login,California,10.0.0.15,0,0,False
2933,2026-08-22 19:21:06.990451,admin01,Password Reset,London,10.0.0.25,0,0,True
2934,2026-08-29 17:50:06.990451,analyst01,Data Transfer,California,192.168.1.10,0,569,False
2935,2026-09-08 01:09:06.990451,developer01,Data Transfer,Texas,192.168.1.10,0,1406,False
2936,2026-08-31 00:07:06.990451,employee01,File Access,California,192.168.1.20,0,0,False
2937,2026-09-04 07:42:06.990451,employee01,Data Transfer,California,10.0.0.25,0,219,False
2938,2026-08-29 07:10:06.990451,trader01,Password Reset,California,192.168.1.20,0,0,False
2939,2026-09-09 20:20:06.990451,finance01,Password Reset,California,192.168.1.20,0,0,False
2940,2026-08-25 22:21:06.990451,finance01,Failed Login,Connecticut,10.0.0.25,10,0,False
2941,2026-08-24 07:21:06.990451,finance01,Failed Login,Connecticut,192.168.1.20,10,0,False
2942,2026-08-27 15:44:06.990451,analyst01,Data Transfer,New York,10.0.0.15,0,139,False
2943,2026-08-31 22:18:06.990451,employee02,Password Reset,London,10.0.0.25,0,0,False
2944,2026-08-17 15:55:06.990451,employee01,Data Transfer,Chicago,192.168.1.30,0,3262,False
2945,2026-08-20 00:34:06.990451,developer01,Successful Login,Connecticut,192.168.1.20,0,0,False
2946,2026-08-20 08:07:06.990451,developer01,Password Reset,California,10.0.0.15,0,0,False
2947,2026-09-02 03:46:06.990451,developer01,File Access,New Jersey,172.16.0.10,0,0,False
2948,2026-08-19 00:32:06.990451,analyst01,File Access,Connecticut,10.0.0.15,0,0,False
2949,2026-08-21 22:15:06.990451,employee03,Privilege Change,Texas,10.0.0.25,0,0,False
2950,2026-08-25 02:29:06.990451,analyst01,Successful Login,New Jersey,10.0.0.15,0,0,False
2951,2026-09-09 00:25:06.990451,admin01,Privilege Change,Texas,192.168.1.20,0,0,True
2952,2026-09-11 21:21:06.990451,analyst01,Failed Login,California,10.0.0.15,1,0,False
2953,2026-09-14 03:02:06.990451,employee01,Data Transfer,Texas,10.0.0.15,0,394,False
2954,2026-08-24 10:36:06.990451,analyst01,File Access,New York,192.168.1.20,0,0,False
2955,2026-09-07 18:39:06.990451,employee01,Successful Login,Connecticut,192.168.1.10,0,0,False
2956,2026-08-17 23:27:06.990451,admin01,File Access,Texas,10.0.0.15,0,0,True
2957,2026-09-04 12:42:06.990451,employee02,Failed Login,New Jersey,192.168.1.10,7,0,False
2958,2026-08-16 02:43:06.990451,employee01,Password Reset,California,172.16.0.10,0,0,False
2959,2026-08-23 02:03:06.990451,employee01,Privilege Change,California,192.168.1.30,0,0,False
2960,2026-08-23 13:24:06.990451,finance01,Password Reset,Chicago,192.168.1.30,0,0,False
2961,2026-09-07 14:35:06.990451,trader01,Successful Login,London,10.0.0.25,0,0,False
2962,2026-08-30 06:00:06.990451,employee01,Successful Login,Chicago,10.0.0.25,0,0,False
2963,2026-09-02 09:08:06.990451,admin01,File Access,New York,192.168.1.30,0,0,True
2964,2026-09-04 07:53:06.990451,employee01,Privilege Change,Texas,192.168.1.10,0,0,False
2965,2026-09-05 18:31:06.990451,employee01,Data Transfer,Connecticut,172.16.0.10,0,4552,False
2966,2026-08-29 23:57:06.990451,employee03,File Access,New York,192.168.1.20,0,0,False
2967,2026-09-12 14:25:06.990451,developer01,Data Transfer,Texas,172.16.0.10,0,2943,False
2968,2026-09-02 14:35:06.990451,finance01,File Access,Connecticut,192.168.1.30,0,0,False
2969,2026-08-20 21:42:06.990451,employee02,File Access,New Jersey,192.168.1.10,0,0,False
2970,2026-09-12 14:55:06.990451,finance01,Password Reset,Chicago,192.168.1.30,0,0,False
2971,2026-08-26 11:20:06.990451,finance01,File Access,Texas,10.0.0.25,0,0,False
2972,2026-09-03 01:12:06.990451,employee03,Failed Login,Texas,10.0.0.15,9,0,False
2973,2026-09-01 17:31:06.990451,admin01,Privilege Change,Connecticut,10.0.0.25,0,0,True
2974,2026-08-28 04:25:06.990451,trader01,File Access,California,10.0.0.15,0,0,False
2975,2026-09-14 01:11:06.990451,employee02,Password Reset,New York,192.168.1.10,0,0,False
2976,2026-08-20 05:52:06.990451,employee01,Password Reset,Chicago,172.16.0.10,0,0,False
2977,2026-09-06 14:16:06.990451,analyst01,Password Reset,Chicago,172.16.0.10,0,0,False
2978,2026-08-28 03:25:06.990451,employee02,Privilege Change,Texas,192.168.1.20,0,0,False
2979,2026-09-12 18:32:06.990451,employee03,Failed Login,Connecticut,10.0.0.25,3,0,False
2980,2026-09-03 08:27:06.990451,finance01,Successful Login,Chicago,10.0.0.25,0,0,False
2981,2026-08-26 01:29:06.990451,developer01,File Access,Texas,172.16.0.10,0,0,False
2982,2026-09-11 02:52:06.990451,admin01,Data Transfer,Chicago,192.168.1.30,0,1028,True
2983,2026-08-28 15:39:06.990451,analyst01,File Access,New York,10.0.0.15,0,0,False
2984,2026-08-16 11:42:06.990451,employee01,Privilege Change,London,10.0.0.15,0,0,False
2985,2026-09-08 02:10:06.990451,employee01,Password Reset,London,10.0.0.25,0,0,False
2986,2026-08-17 20:42:06.990451,trader01,Successful Login,Chicago,192.168.1.10,0,0,False
2987,2026-08-23 05:16:06.990451,admin01,Privilege Change,New York,192.168.1.20,0,0,True
2988,2026-08-19 09:27:06.990451,employee01,Failed Login,Texas,192.168.1.20,8,0,False
2989,2026-08-25 06:17:06.990451,analyst01,File Access,Texas,192.168.1.30,0,0,False
2990,2026-08-19 20:17:06.990451,employee03,Privilege Change,Connecticut,10.0.0.25,0,0,False
2991,2026-08-19 19:55:06.990451,employee03,Password Reset,New Jersey,192.168.1.20,0,0,False
2992,2026-09-03 00:52:06.990451,analyst01,Privilege Change,London,192.168.1.10,0,0,False
2993,2026-09-04 13:23:06.990451,employee03,Successful Login,Connecticut,192.168.1.20,0,0,False
2994,2026-09-14 01:36:06.990451,employee02,Privilege Change,Chicago,10.0.0.25,0,0,False
2995,2026-09-05 02:24:06.990451,developer01,File Access,London,10.0.0.25,0,0,False
2996,2026-08-23 16:42:06.990451,admin01,Privilege Change,New Jersey,192.168.1.10,0,0,True
2997,2026-08-18 20:22:06.990451,employee02,Privilege Change,New York,172.16.0.10,0,0,False
2998,2026-09-05 09:08:06.990451,trader01,Failed Login,Connecticut,10.0.0.15,10,0,False
2999,2026-08-23 07:17:06.990451,employee03,Password Reset,London,192.168.1.30,0,0,False
3000,2026-08-24 12:08:06.990451,employee01,Failed Login,London,192.168.1.30,9,0,False
3001,2026-08-21 01:11:06.990451,developer01,Privilege Change,Texas,192.168.1.20,0,0,False
3002,2026-08-21 06:52:06.990451,admin01,Failed Login,Texas,172.16.0.10,10,0,True
3003,2026-08-25 18:15:06.990451,employee03,Successful Login,Chicago,172.16.0.10,0,0,False
3004,2026-08-16 09:01:06.990451,analyst01,Password Reset,New Jersey,192.168.1.10,0,0,False
3005,2026-09-06 11:08:06.990451,developer01,Failed Login,New York,10.0.0.25,8,0,False
3006,2026-08-31 21:43:06.990451,employee01,Failed Login,London,10.0.0.25,10,0,False
3007,2026-09-02 14:23:06.990451,employee02,Successful Login,Chicago,10.0.0.15,0,0,False
3008,2026-08-16 20:27:06.990451,developer01,Data Transfer,New Jersey,172.16.0.10,0,1066,False
3009,2026-09-01 23:51:06.990451,analyst01,Privilege Change,London,10.0.0.25,0,0,False
3010,2026-08-21 16:48:06.990451,trader01,Password Reset,Connecticut,10.0.0.25,0,0,False
3011,2026-08-27 16:40:06.990451,admin01,File Access,Chicago,192.168.1.30,0,0,True
3012,2026-09-01 23:24:06.990451,admin01,Successful Login,London,10.0.0.25,0,0,True
3013,2026-08-29 07:43:06.990451,employee02,Successful Login,London,10.0.0.15,0,0,False
3014,2026-08-24 13:19:06.990451,trader01,Data Transfer,Chicago,10.0.0.25,0,3490,False
3015,2026-08-24 10:23:06.990451,admin01,Data Transfer,New Jersey,192.168.1.30,0,3289,True
3016,2026-09-06 17:28:06.990451,finance01,Failed Login,New Jersey,192.168.1.30,9,0,False
3017,2026-08-30 09:41:06.990451,employee01,Password Reset,London,10.0.0.15,0,0,False
3018,2026-09-09 00:34:06.990451,finance01,File Access,Connecticut,192.168.1.10,0,0,False
3019,2026-09-07 12:11:06.990451,analyst01,Privilege Change,Texas,10.0.0.15,0,0,False
3020,2026-08-22 17:16:06.990451,developer01,File Access,New York,10.0.0.15,0,0,False
3021,2026-09-05 06:32:06.990451,employee03,Successful Login,New Jersey,192.168.1.20,0,0,False
3022,2026-09-07 22:29:06.990451,admin01,File Access,New York,172.16.0.10,0,0,True
3023,2026-08-21 05:42:06.990451,finance01,Data Transfer,Chicago,172.16.0.10,0,43,False
3024,2026-08-22 02:14:06.990451,employee01,Privilege Change,Chicago,172.16.0.10,0,0,False
3025,2026-08-31 17:05:06.990451,developer01,Successful Login,Connecticut,192.168.1.10,0,0,False
3026,2026-09-04 06:24:06.990451,employee01,Password Reset,Texas,192.168.1.10,0,0,False
3027,2026-09-10 18:04:06.990451,employee03,Data Transfer,California,10.0.0.25,0,224,False
3028,2026-09-06 06:10:06.990451,trader01,Data Transfer,New York,10.0.0.15,0,4497,False
3029,2026-08-17 11:17:06.990451,employee02,Failed Login,California,172.16.0.10,3,0,False
3030,2026-08-25 11:08:06.990451,analyst01,Successful Login,Connecticut,172.16.0.10,0,0,False
3031,2026-09-06 22:13:06.990451,employee01,Successful Login,London,192.168.1.20,0,0,False
3032,2026-09-11 23:00:06.990451,finance01,Failed Login,New York,10.0.0.15,5,0,False
3033,2026-08-25 18:14:06.990451,finance01,Privilege Change,New Jersey,192.168.1.30,0,0,False
3034,2026-08-25 03:10:06.990451,finance01,Password Reset,New Jersey,172.16.0.10,0,0,False
3035,2026-08-22 06:07:06.990451,developer01,File Access,London,192.168.1.10,0,0,False
3036,2026-08-22 22:49:06.990451,employee02,Failed Login,Chicago,192.168.1.10,3,0,False
3037,2026-09-02 17:26:06.990451,employee02,Password Reset,Texas,192.168.1.10,0,0,False
3038,2026-09-05 02:11:06.990451,employee01,Password Reset,Chicago,192.168.1.30,0,0,False
3039,2026-09-07 07:02:06.990451,employee01,Password Reset,California,192.168.1.30,0,0,False
3040,2026-08-19 15:23:06.990451,employee01,Password Reset,Texas,10.0.0.25,0,0,False
3041,2026-08-20 22:42:06.990451,developer01,Successful Login,London,172.16.0.10,0,0,False
3042,2026-08-22 22:42:06.990451,developer01,File Access,New Jersey,10.0.0.25,0,0,False
3043,2026-09-12 19:56:06.990451,employee03,Successful Login,California,10.0.0.25,0,0,False
3044,2026-08-23 22:41:06.990451,developer01,Privilege Change,Texas,192.168.1.20,0,0,False
3045,2026-08-30 21:03:06.990451,employee01,Password Reset,California,10.0.0.25,0,0,False
3046,2026-09-12 09:24:06.990451,trader01,Successful Login,New York,192.168.1.20,0,0,False
3047,2026-08-31 11:39:06.990451,admin01,File Access,Chicago,192.168.1.10,0,0,True
3048,2026-08-18 07:51:06.990451,developer01,File Access,California,192.168.1.10,0,0,False
3049,2026-09-14 16:15:06.990451,analyst01,Privilege Change,Texas,10.0.0.15,0,0,False
3050,2026-09-12 08:37:06.990451,employee03,Data Transfer,California,192.168.1.10,0,4661,False
3051,2026-09-01 22:06:06.990451,employee03,Failed Login,California,192.168.1.30,6,0,False
3052,2026-08-16 00:57:06.990451,developer01,File Access,Texas,192.168.1.20,0,0,False
3053,2026-08-30 14:09:06.990451,developer01,Privilege Change,Chicago,10.0.0.25,0,0,False
3054,2026-08-16 23:58:06.990451,employee03,File Access,New Jersey,10.0.0.25,0,0,False
3055,2026-09-02 00:16:06.990451,developer01,Password Reset,New York,10.0.0.15,0,0,False
3056,2026-08-30 18:07:06.990451,developer01,Failed Login,Connecticut,192.168.1.20,8,0,False
3057,2026-08-16 13:24:06.990451,employee01,Successful Login,Chicago,10.0.0.15,0,0,False
3058,2026-08-18 03:06:06.990451,analyst01,Data Transfer,Connecticut,10.0.0.25,0,2882,False
3059,2026-09-01 18:17:06.990451,admin01,Password Reset,Connecticut,192.168.1.20,0,0,True
3060,2026-08-19 18:49:06.990451,employee01,Data Transfer,New Jersey,10.0.0.25,0,1934,False
